iteration,diff
2,2.64683772274563
3,0.176091259055681
4,0.124938736608299
5,0.0890185025475668
6,0.0791812460476249
7,0.0669467896306112
8,0.0579919469776884
9,0.0511525224473814
10,0.045757490560676
11,0.0413926851582238
12,0.0377885608893995
13,0.0347621062592127
14,0.0321846833714032
15,0.029963223377437
16,0.0280287236002468
17,0.0169889124680761
18,0.0248235837250281
19,0.0234810958495264
20,0.0222763947111482
21,0.021189299069996
22,0.0202033860882982
23,0.0193051551953896
24,0.01848340569401
25,0.0177287669604618
26,0.0170333392987803
27,0.0163904161881703
28,0.0157942671832705
29,0.0152399665567362
30,0.0147232568207087
31,0.0142404391146358
32,0.0137882844856609
33,0.0265829990037363
34,0.0248235837250159
35,0.0125891273080174
36,0.0122344564170138
37,0.0118992232997579
38,0.0115818725498147
39,0.0112810104097048
40,0.0109953843014836
41,0.0109953843014512
42,0.0242966725810321
43,0.045919803258357
44,0.00998422090665518
45,0.00975983728915608
46,0.0204179054711324
47,0.0450176360685095
48,0.0091433794399125
49,0.0158687410721778
50,0.0369835662533013
51,0.265693249193576
52,0.00843316753695289
53,0.00827252596598949
54,0.00811789022221387
55,0.00796892967136986
56,0.0114798176834612
57,0.00768682866631676
58,0.0101819962847929
59,0.0110593876148144
60,0.00729923874150007
61,0.00717858462724452
62,0.00706185448755936
63,0.00913090375266057
64,0.0108893424301304
65,0.0102999566400253
66,0.0255541044723488
67,0.010860027840405
68,0.00643411002462435
69,0.00964792735314468
70,0.00624894927706854
71,0.0061603087285147
72,0.00916581884452228
73,0.00873289313123382
74,0.00974308593695428
75,0.0168515595398884
76,0.00575232888909372
77,0.0056771328920695
78,0.00560387751811908
79,0.00553248860151245
80,0.00678041543303287
81,0.00539503189153012
82,0.00532883350653801
83,0.00809972156534955
84,0.00520119368804695
85,0.00645016209052507
86,0.0171968691818858
87,0.00502080137513738
88,0.00496341953154245
89,0.00609519135695091
90,0.00587815362835875
91,0.00479888288177621
92,0.00474643502986605
93,0.00469512120837901
94,0.00464490505396831
95,0.0165935473807834
96,0.0156557583375609
97,0.00450050122754053
98,0.00445434142793433
99,0.00440911890570161
100,0.0149403497929388
