iteration,diff,diff2
2,6.65037367249124,15.5015534122692
3,6.41777115909169,14.7494250623047
4,0.218059278094586,0.797259749448517
5,0.267256975729154,0.652851442007752
6,1.74659047757903,4.01447883779132
7,0.173790687036458,0.566169385960503
8,0.178093495727595,0.442085951037772
9,0.0530130524197716,0.434489513663645
10,1.47442287044852,3.41632307745319
11,1.05369504263302,2.43001495539543
12,0.714896386008803,1.66680526380642
13,0.286796127678372,0.663285944845361
14,0.179613497634207,0.425309501464488
15,0.163735287913767,0.393359952359254
16,0.228351311414855,0.528236290568758
17,1.01021589822462,2.32424957085837
18,0.811402183690632,1.86868813444806
19,0.602566160805438,1.38676827371934
20,0.472282223132396,1.08428174284538
21,0.128844272422981,0.303763743688823
22,0.188937430069444,0.443363132805962
23,0.549029450738018,1.26301892308919
24,0.379395078816216,0.874451779475616
25,0.975016317675113,2.24568723607966
26,0.45008558008773,1.03501590460267
27,0.0450256319939655,0.111185764816174
28,0.237137956357913,0.559837642080421
29,0.385426871710095,0.884826038388485
30,0.500857619600339,1.15367628807807
31,0.0749010750613053,0.186746453382349
32,0.600402230492321,1.37869512872599
33,0.190859506200624,0.440275130946261
34,0.218593367050175,0.502955096008548
35,0.0192797766684407,0.0860280343426331
36,0.772177809669543,1.78080634017007
37,0.0591806713852634,0.145040435727819
38,0.109453419733256,0.255688620701774
39,0.216312121163369,0.497036906810958
40,0.0784115872048545,0.1863430591146
41,0.105579067172968,0.246383858290222
42,0.259140821516752,0.597361142066594
43,0.0767599213852606,0.179073972611607
44,0.287174903522171,0.664594882259855
45,0.261684109863694,0.601304476430827
46,0.0411340239791116,0.102309025373592
47,0.112395106041063,0.260699489194052
48,0.156730053368989,0.36573058915031
49,0.279335246131424,0.641447005226578
50,0.225411394747454,0.518356177305546
51,0.0700313255682516,0.16951878572898
52,0.0843469128513874,0.196256919755218
53,0.224580870997542,0.51512599865308
54,0.11738658394637,0.269771947116071
55,0.0681161466155515,0.15899891659014
56,0.224484555260844,0.518130248845649
57,0.154472240064962,0.361073044994007
58,0.171071290492208,0.393050358811656
59,0.182500259003348,0.420789759599164
60,0.115153163765982,0.267574407734381
61,0.0945910362919449,0.218772910944618
62,0.00550212855836207,0.0237967114405809
63,0.0800933922411815,0.185948198309043
64,0.155548659703996,0.357236615352833
65,0.0259972123462688,0.0682120699602434
66,0.26451803092742,0.611444727265502
67,0.0914269374785022,0.210894262557322
68,0.0150961362988937,0.0382450602443837
69,0.0325665171441187,0.0820568883743158
70,0.37926735597992,0.875220276487017
71,0.168237925828763,0.386530065151829
72,0.142279856852369,0.327183937138799
73,0.100610353030618,0.23224697187973
74,0.111738146478999,0.258016810947497
75,0.162305826188472,0.372783499715853
76,0.140247977045291,0.32269789760186
77,0.0530729159162036,0.123037561826441
78,0.0357531674107321,0.084880516288221
79,0.204621343335731,0.470281050314494
80,0.215211264635116,0.495490033707735
81,0.0303723297978991,0.0727085877781555
82,0.04836382876708,0.113044998394243
83,0.192968534254518,0.444251316117773
84,0.0257482033543539,0.0664298403530372
85,0.0597662657499853,0.1396968609928
86,0.093361928743164,0.21527394539119
87,0.232097074438158,0.536588983904324
88,0.182996597064246,0.420999226203992
89,0.0465533552283972,0.109232583822806
90,0.143561427149919,0.329790307826265
91,0.179450444367319,0.411627379402085
92,0.0554250393364413,0.130376180743572
93,0.0100277909461965,0.0290261235299263
94,0.134950043546169,0.310584744724768
95,0.0828151002885846,0.190903547585495
96,0.113552798531202,0.263001468341816
97,0.145116135622274,0.334476185042366
98,0.228715261399714,0.528730598331245
99,0.0671579892139391,0.157633242734038
100,0.0228219871066244,0.0601695006683548
101,0.108741671342699,0.249659907636895
102,0.0781813289836606,0.181520157527201
103,0.0570556716594837,0.131892386012938
104,0.122434014072226,0.282099458802147
105,0.159471514692626,0.367036849726852
106,0.135522927893476,0.312320527182876
107,0.0817671064499734,0.189355536630812
108,0.0428406090977376,0.105944020107009
109,0.146678442326902,0.339090039311015
110,0.0807722817164347,0.187628427943773
111,0.0837324749382446,0.192665298004581
112,0.0630414026685173,0.145323033109306
113,0.268505150773308,0.617429882228145
114,0.157755945143677,0.362333152486257
115,0.00321019514901599,0.0129079788757787
116,0.0850937469556925,0.195422111171832
117,0.0269326276401785,0.0632563562538314
118,0.0090632032175364,0.0231326829510743
119,0.00711719526638888,0.0198191716226497
120,0.0843872584615752,0.195643133906314
121,0.162629416591741,0.373706404734286
122,0.156445131309809,0.361577806475088
123,0.0171805884756964,0.0422368728610273
124,0.0180872169325141,0.0433371099601491
125,0.00456623128330591,0.0173134809111041
126,0.0035569343270434,0.0157869547252989
127,0.0693254946484956,0.159514087716323
128,0.0901542432765154,0.209173055790693
129,0.0241000064432342,0.0618998874591789
130,0.00318017514734947,0.0125491818913422
131,0.0699653055023077,0.161224603747852
132,0.0884735622767181,0.203661337780395
133,0.12402377981013,0.28686234282418
134,0.101009868370099,0.231967670891815
135,0.0931996795084586,0.214117442777459
136,0.0608925552079,0.140811115674862
137,0.0934010066773681,0.215509746985698
138,0.169905575131182,0.390558600727169
139,0.0325599366887133,0.0756135833344267
140,0.0657190413604098,0.152233836842823
141,0.0142275532021898,0.0338482223962063
142,0.10952823411192,0.252181516277587
143,0.0159618441249165,0.0381306547993336
