iteration,diff
2,2.64683772274563
3,0.176091259055681
4,0.124938736608299
5,0.0890185025475668
6,0.0791812460476249
7,0.0669467896306112
8,0.0579919469776884
9,0.0511525224473814
10,0.045757490560676
11,0.0413926851582238
12,0.0377885608893995
13,0.0347621062592127
14,0.0321846833714032
15,0.029963223377437
16,0.0280287236002468
17,0.0169889124680761
18,0.0248235837250281
19,0.0234810958495264
20,0.0222763947111482
21,0.021189299069996
22,0.0202033860882982
23,0.0193051551953896
24,0.01848340569401
25,0.0177287669604618
26,0.0170333392987803
27,0.0163904161881703
28,0.0157942671832705
29,0.0152399665567362
30,0.0147232568207087
31,0.0142404391146358
32,0.0137882844856609
33,0.0265829990037363
34,0.0248235837250159
35,0.0125891273080174
36,0.0122344564170138
37,0.0118992232997579
38,0.0115818725498147
39,0.0112810104097048
40,0.0109953843014836
41,0.0109953843014512
42,0.0242966725810321
43,0.045919803258357
44,0.00998422090665518
45,0.00975983728915608
46,0.0204179054711324
47,0.0450176360685095
48,0.0091433794399125
49,0.0158687410721778
50,0.0369835662533013
51,0.265693249193576
52,0.00843316753695289
53,0.00827252596598949
54,0.00811789022221387
55,0.00796892967136986
56,0.0114798176834612
57,0.00768682866631676
58,0.0101819962847929
59,0.0110593876148144
60,0.00729923874150007
61,0.00717858462724452
62,0.00706185448755936
63,0.00913090375266057
64,0.0108893424301304
65,0.0102999566400253
66,0.0255541044723488
67,0.010860027840405
68,0.00643411002462435
69,0.00964792735314468
70,0.00624894927706854
71,0.0061603087285147
72,0.00916581884452228
73,0.00873289313123382
74,0.00974308593695428
75,0.0168515595398884
76,0.00575232888909372
77,0.0056771328920695
78,0.00560387751811908
79,0.00553248860151245
80,0.00678041543303287
81,0.00539503189153012
82,0.00532883350653801
83,0.00809972156534955
84,0.00520119368804695
85,0.00645016209052507
86,0.0171968691818858
87,0.00502080137513738
88,0.00496341953154245
89,0.00609519135695091
90,0.00587815362835875
91,0.00479888288177621
92,0.00474643502986605
93,0.00469512120837901
94,0.00464490505396831
95,0.0165935473807834
96,0.0156557583375609
97,0.00450050122754053
98,0.00445434142793433
99,0.00440911890570161
100,0.0149403497929388
101,0.00432137378281716
102,0.00427879798089936
103,0.014673976213516
104,0.00419611459365821
105,0.00415595978759797
106,0.00411656619501199
107,0.00407791242147315
108,0.00403997780188869
109,0.0259604809237457
110,0.00396618721796005
111,0.00393029363012953
112,0.00389504388366135
113,0.0295633346736877
114,0.00517394774484581
115,0.00379298901736447
116,0.00920482829095115
117,0.00699599287045083
118,0.0169884533007418
119,0.0121293130968243
120,0.00363428465576443
121,0.00360412426918844
122,0.00357446036000808
123,0.00415003988346085
124,0.00351657372563929
125,0.00348832784661846
126,0.0476919903054993
127,0.00343317583890901
128,0.00340624869248196
129,0.00337974074814262
130,0.00335364204729349
131,0.010912495765685
132,0.0201784602774839
133,0.00327770976339292
134,0.00325315739792731
135,0.00322897013038603
136,0.00320513991709181
137,0.00318165878706322
138,0.00315851924539912
139,0.00313571386459954
140,0.0403524583055532
141,0.00487785269457253
142,0.00306923173116624
143,0.00522483288581999
144,0.00302645463050921
145,0.00300551014905714
146,0.00298485355373002
147,0.00296447901520702
148,0.00294438064825786
149,0.0317824621123239
150,0.00290499066874284
151,0.0420718096742863
152,0.00286664065320275
153,0.00483898579425812
154,0.00282929004324561
155,0.00353496882686843
156,0.00910632311552595
157,0.00277505406553979
158,0.00340831850939338
159,0.00274003736615946
160,0.015760547353395
161,0.00270589340742089
162,0.00660093725907429
163,0.00267258986478813
164,0.00265624364378025
165,0.00264009618486427
166,0.00262414382695964
167,0.0026083832296171
168,0.00259281057837013
169,0.00257742288803486
170,0.0151665501355807
171,0.0046313956120656
172,0.00253233651762597
173,0.00251765627595146
174,0.0145301941850413
175,0.00248880043310917
176,0.00247461913012725
177,0.00246059857593628
178,0.00244673595429856
179,0.00243302878335938
180,0.0139709421720036
181,0.00240606981842562
182,0.00239281313358375
183,0.00808573193284579
184,0.00236673334044046
185,0.0375491890715285
186,0.00234121584901881
187,0.00232866232099371
188,0.00231624277502851
189,0.00768026599702809
190,0.00314374954196572
191,0.00227976632920357
192,0.00749197583329853
193,0.00581015775967875
194,0.00436485797492114
195,0.00747917363919193
196,0.0343162620468347
197,0.0022101548619855
198,0.0034291209071653
199,0.00218788615682941
200,0.00217691927493235
201,0.00216606184522083
202,0.00479815802867112
203,0.0770365775809434
204,0.0222421215878712
205,0.00212369363211429
206,0.00666056499407608
207,0.00210312509177757
208,0.00209298957697768
209,0.00208295115242896
210,0.00207300862413384
211,0.0020631605819339
212,0.00205340563111345
213,0.00204374261675877
214,0.00656600185146594
215,0.021054988805872
216,0.0113486703817536
217,0.0020059827283827
218,0.00353572884516606
219,0.00198762127773855
220,0.00197856598249313
221,0.00196959287173337
222,0.012892939296413
223,0.00195188860677087
224,0.0650036343445979
225,0.001934499778945
226,0.00223003873489547
227,0.00306498247393683
228,0.0019089898181277
229,0.00190063534353913
230,0.00593298383426455
231,0.00188414387737978
232,0.00187600504795205
233,0.00186793614997205
234,0.0261687872161669
235,0.00185200491207915
236,0.00570899719213425
237,0.00183634304095048
238,0.0174765441406124
239,0.00182094395412924
240,0.0018133407648333
241,0.00327372466551679
242,0.0166850822871198
243,0.00179090765607004
244,0.00178355274109498
245,0.00177625808644
246,0.00176902273904611
247,0.00176184621577269
248,0.00175472756979378
249,0.00174766627471756
250,0.00174066157781638
251,0.00173371285079593
252,0.00172681930179719
253,0.0562719665832343
254,0.00319413905137833
255,0.0153268754895275
256,0.0231237988471178
257,0.00192598360770568
258,0.00168658264596067
259,0.00168005812539862
260,0.00516584064068315
261,0.00319560762012427
262,0.00166078398461988
263,0.00409716765708312
264,0.00164817839625475
265,0.001641947068177
266,0.00305935851381367
267,0.00162962473355188
268,0.00162353266808624
269,0.00161748606999113
270,0.00303342088712388
271,0.00299022497497781
272,0.0117643483982284
273,0.00159374302553661
274,0.00158791578315221
275,0.00158213101039739
276,0.00251432786236183
277,0.00157068701304741
278,0.00496584030536007
279,0.0142348598257944
280,0.00155382807601145
281,0.00154828858827627
282,0.00154278841916855
283,0.00177791394646754
284,0.0137080620342398
285,0.00167075446866505
286,0.00823866408614093
287,0.00464444509988149
288,0.00151059104549489
289,0.00150535499738447
290,0.00150015517853719
291,0.00149499108697637
292,0.00148986247182759
293,0.00806054902317666
294,0.001774815340847
295,0.0045156781231841
296,0.00146969508266914
297,0.00146473826280791
298,0.00145981475973977
299,0.00145492424821936
300,0.00445879321519382
301,0.00144524088820064
302,0.00144044745425842
303,0.00143568555289275
304,0.00143095514914671
305,0.00142625577271249
306,0.0014215871512393
307,0.00141694899577138
308,0.00141234103579446
309,0.00140776292599543
310,0.00271335178540766
311,0.00270923508340615
312,0.0133290518324389
313,0.00154138895442668
314,0.00138531057043179
315,0.0013809057221692
316,0.00137652884758732
317,0.0221089162502102
318,0.00136785777423798
319,0.00136356308021646
320,0.00264344718895271
321,0.00432207880672353
322,0.00135083935576863
323,0.00134665064697082
324,0.00244105985408405
325,0.00133835081618172
326,0.00133423909182073
327,0.00163432637103478
328,0.004277786466649
329,0.00132205424687992
330,0.00131804203653418
331,0.00131405390346728
332,0.00422239867174823
333,0.00130614980761345
334,0.012486051177272
335,0.0209780544859035
336,0.00129447035493135
337,0.00246952539511391
338,0.0039774405860511
339,0.0012829979956801
340,0.0116857583179943
341,0.00127546199884576
342,0.00127172707358358
343,0.00126801399786491
344,0.00126432259432741
345,0.00126065251085139
346,0.00125700372035853
347,0.00241157809021697
348,0.00297354920113824
349,0.00124618302209645
350,0.00124261742318343
351,0.0039005675367676
352,0.00123554701715367
353,0.00886828499454251
354,0.00373486289360869
355,0.00226323681470619
356,0.00122164491879384
357,0.00368911635539804
358,0.00121481058298012
359,0.00364108085996939
360,0.00147278645794446
361,0.00145969054324624
362,0.00359751425412269
363,0.0401946306552801
364,0.00345014643291108
365,0.00119148082124609
366,0.00118822094094373
367,0.00118497888700464
368,0.0021208811283977
369,0.00117854752694391
370,0.00117535791811907
371,0.00117218555306176
372,0.063091182092311
373,0.00395858619475331
374,0.00116277040646584
375,0.00115966554463953
376,0.00115657721145412
377,0.00339412247257265
378,0.00137452539908889
379,0.00114741015964759
380,0.00114438666094085
381,0.00186413108030759
382,0.00184646632546137
383,0.00113541108313231
384,0.00782239225401415
385,0.00112950520001265
386,0.00152922601119343
387,0.00112366035763056
388,0.00328835832992591
389,0.00111787580629774
390,0.00111500570105205
391,0.00111215037766277
392,0.00202640423071943
393,0.00110648339977604
394,0.00214461695036028
395,0.00201236162267704
396,0.0010980903939577
397,0.00109532083932673
398,0.00109256531254975
399,0.00108982362884347
400,0.00108709564204323
401,0.00674095615265569
402,0.00108168046568635
403,0.00324238072595318
404,0.0174070867244616
405,0.00107365810437265
406,0.00107101037728374
407,0.00106837566415829
408,0.00106575388295727
409,0.00106314496317506
410,0.0166682182481559
411,0.00175301217995938
412,0.00105539415743938
413,0.00314327897046618
414,0.00105028950254771
415,0.00104775559838255
416,0.00104523392841926
417,0.00104272441283304
418,0.00104022681257288
419,0.00245058665438203
420,0.00103526743528115
421,0.0010328054377875
422,0.00312560464520439
423,0.00191646423715275
424,0.00102548922464929
425,0.00144218093084914
426,0.00102066908633192
427,0.00259334142712198
428,0.00101589399558333
429,0.0160198161269338
430,0.0153792527934
431,0.00100881458579005
432,0.110666710526391
433,0.00100414956042205
434,0.00100183315917524
435,0.00296665977492094
436,0.00183205770631334
437,0.000994947705780902
438,0.00115836841771677
439,0.000990409776958634
440,0.000988156317624833
441,0.00182506435426966
442,0.000983679923275416
443,0.000981456894981303
444,0.00596961600967538
445,0.00900718004468848
446,0.00178258681187415
447,0.00288775639336381
448,0.00221895662865146
449,0.00125997178788062
450,0.000966172775549001
451,0.000964028109797566
452,0.00577148975537201
453,0.000959767243788434
454,0.112184628382198
455,0.00128020982361976
456,0.000953446017802451
457,0.000951357477026571
458,0.00281087093952959
459,0.000947207537476125
460,0.000945146147301568
461,0.000943093752929114
462,0.00558981705836414
463,0.0137842413591294
464,0.000936989537373867
465,0.000934972341718021
466,0.00170713236630027
467,0.00273399021006515
468,0.000928972519562254
469,0.00123907067036066
470,0.00092501526930322
471,0.005417128902788
472,0.00167171907119479
473,0.000919142120808569
474,0.008422825318672
475,0.000915267950867049
476,0.000913343183647886
477,0.00091142632027319
478,0.000967388270649794
479,0.000907616808490719
480,0.00120763397016388
481,0.00165837776500255
482,0.000901961894078207
483,0.000900092512967188
484,0.00107583833323011
485,0.00159242343563482
486,0.000894530677036487
487,0.000892691984888394
488,0.000890860788519632
489,0.000889037124406133
490,0.00825615851943362
491,0.000885412124686402
492,0.000883610656257749
493,0.000881816520223122
494,0.000880029646939784
495,0.00162489514033926
496,0.000876477564017764
497,0.000874712292633806
498,0.000872954031173379
499,0.00520294485587147
500,0.000869458778890664
