iteration,diff,diff2
2,2.64683772274563,10.9897086787093
3,0.176091259055681,1.41527181584087
4,0.124938736608299,1.04441646543663
5,0.0890185025475668,0.677096775496865
6,0.0791812460476249,0.524088244741304
7,0.0669467896306112,0.445804606006814
8,0.0579919469776884,0.393726631173508
9,0.0511525224473814,0.36161216228227
10,0.045757490560676,0.301113547692173
11,0.0413926851582238,0.266014914376034
12,0.0377885608893995,0.26388391406481
13,0.0347621062592127,0.220235424387312
14,0.0321846833714032,0.205605518063174
15,0.029963223377437,0.204871286967345
16,0.0280287236002468,0.185662215521281
17,0.0169889124680761,0.118968102907938
18,0.0248235837250281,0.147782692223901
19,0.0234810958495264,0.159597791708158
20,0.0222763947111482,0.134371667183553
21,0.021189299069996,0.12851248565946
22,0.0202033860882982,0.131852490323266
23,0.0193051551953896,0.115895809305016
24,0.01848340569401,0.106578815013485
25,0.0177287669604618,0.127834405731997
26,0.0170333392987803,0.119192278393097
27,0.0163904161881703,0.0972205026175694
28,0.0157942671832705,0.102075573944106
29,0.0152399665567362,0.0981542280794092
30,0.0147232568207087,0.0867277778703917
31,0.0142404391146358,0.08881904690509
32,0.0137882844856609,0.0841850923623111
33,0.0265829990037363,0.126266764790432
34,0.0248235837250159,0.111325064511258
35,0.0125891273080174,0.0757466507945634
36,0.0122344564170138,0.0818476582024268
37,0.0118992232997579,0.084086211159648
38,0.0115818725498147,0.0744242555832238
39,0.0112810104097048,0.0776409283833228
40,0.0109953843014836,0.0704528538254353
41,0.0109953843014512,0.0646422734408472
42,0.0242966725810321,0.101656734916117
43,0.045919803258357,0.157630573975038
44,0.00998422090665518,0.0627869675528451
45,0.00975983728915608,0.0605685552656937
46,0.0204179054711324,0.0883659095878592
47,0.0450176360685095,0.194484880697038
48,0.0091433794399125,0.0664355623283422
49,0.0158687410721778,0.0730882627701887
50,0.0369835662533013,0.183665923651118
51,0.265693249193576,0.984107452062177
52,0.00843316753695289,0.0592309682320518
53,0.00827252596598949,0.0494305300471428
54,0.00811789022221387,0.0508908154808506
55,0.00796892967136986,0.0515681717822046
56,0.0114798176834612,0.0558033550806649
57,0.00768682866631676,0.0467129013534388
58,0.0101819962847929,0.054420284181883
59,0.0110593876148144,0.0600175564889702
60,0.00729923874150007,0.0461374093295791
61,0.00717858462724452,0.0467543575638627
62,0.00706185448755936,0.041893969468627
63,0.00913090375266057,0.0463416224669753
64,0.0108893424301304,0.0586502588827528
65,0.0102999566400253,0.0509606701558142
66,0.0255541044723488,0.106761282662386
67,0.010860027840405,0.0481633227118113
68,0.00643411002462435,0.047243443461708
69,0.00964792735314468,0.0455822804519991
70,0.00624894927706854,0.0380768814351407
71,0.0061603087285147,0.041774700233106
72,0.00916581884452228,0.0488084140029696
73,0.00873289313123382,0.0446116966439722
74,0.00974308593695428,0.0384445214091078
75,0.0168515595398884,0.0543964128190481
76,0.00575232888909372,0.0325863959938288
77,0.0056771328920695,0.0403327329170024
78,0.00560387751811908,0.0382114110586102
79,0.00553248860151245,0.0346733562815024
80,0.00678041543303287,0.0401773580705973
81,0.00539503189153012,0.0395027211116782
82,0.00532883350653801,0.0336160431147611
83,0.00809972156534955,0.0359013046433683
84,0.00520119368804695,0.0300451168213287
85,0.00645016209052507,0.0327890787907661
86,0.0171968691818858,0.056156625731078
87,0.00502080137513738,0.0354555654874275
88,0.00496341953154245,0.030819595111834
89,0.00609519135695091,0.0343816341796145
90,0.00587815362835875,0.0308046003138585
91,0.00479888288177621,0.0313716721349019
92,0.00474643502986605,0.0354369671344453
93,0.00469512120837901,0.0317482580992338
94,0.00464490505396831,0.033014428719803
95,0.0165935473807834,0.049637889332222
96,0.0156557583375609,0.0477240351645911
97,0.00450050122754053,0.0304008468616663
98,0.00445434142793433,0.028187010313264
99,0.00440911890570161,0.0288869956194769
100,0.0149403497929388,0.0560963101842928
101,0.00432137378281716,0.0273889824698312
102,0.00427879798089936,0.0292293063950151
103,0.014673976213516,0.0638396918415468
104,0.00419611459365821,0.026832588257553
105,0.00415595978759797,0.0277929386321766
106,0.00411656619501199,0.0287603029394784
107,0.00407791242147315,0.0236669722645532
108,0.00403997780188869,0.0240563799446
109,0.0259604809237457,0.0904662593376294
110,0.00396618721796005,0.0300688677359875
111,0.00393029363012953,0.0275513227503725
112,0.00389504388366135,0.0260344522467978
113,0.0295633346736877,0.100241869706286
114,0.00517394774484581,0.0280272684995963
115,0.00379298901736447,0.0245591547647003
116,0.00920482829095115,0.0308757241363372
117,0.00699599287045083,0.0308640231917084
118,0.0169884533007418,0.0732569566942523
119,0.0121293130968243,0.042291193379878
120,0.00363428465576443,0.0250243612940585
121,0.00360412426918844,0.0231030739803529
122,0.00357446036000808,0.0216397508169242
123,0.00415003988346085,0.0220969617990364
124,0.00351657372563929,0.0211981471342887
125,0.00348832784661846,0.0238176801304115
126,0.0476919903054993,0.134526403785175
127,0.00343317583890901,0.0197728817166729
128,0.00340624869248196,0.0217824748560175
129,0.00337974074814262,0.0230761841142534
130,0.00335364204729349,0.0249696878634583
131,0.010912495765685,0.0365753607659678
132,0.0201784602774839,0.0671210926762291
133,0.00327770976339292,0.0233229361525498
134,0.00325315739792731,0.019965171362427
135,0.00322897013038603,0.0227384745341859
136,0.00320513991709181,0.0225656897764521
137,0.00318165878706322,0.0179736688263935
138,0.00315851924539912,0.0207518704973044
139,0.00313571386459954,0.0181633772356199
140,0.0403524583055532,0.0913760638837026
141,0.00487785269457253,0.0205734576373527
142,0.00306923173116624,0.0176134329288063
143,0.00522483288581999,0.025342715176798
144,0.00302645463050921,0.0174206307998965
145,0.00300551014905714,0.0216119356387923
146,0.00298485355373002,0.0187208513235735
147,0.00296447901520702,0.0191121365849061
148,0.00294438064825786,0.0202742128878035
149,0.0317824621123239,0.0669047252812403
150,0.00290499066874284,0.0194812247104627
151,0.0420718096742863,0.123759619327174
152,0.00286664065320275,0.0220057832453337
153,0.00483898579425812,0.0229923536481914
154,0.00282929004324561,0.0184157852572778
155,0.00353496882686843,0.0180060464350263
156,0.00910632311552595,0.0317983937105535
157,0.00277505406553979,0.0173345220515494
158,0.00340831850939338,0.0184568859249068
159,0.00274003736615946,0.0176269960449801
160,0.015760547353395,0.0365445494588156
161,0.00270589340742089,0.0189192650747942
162,0.00660093725907429,0.024953682002378
163,0.00267258986478813,0.0190535620677405
164,0.00265624364378025,0.0154897933732875
165,0.00264009618486427,0.0190219311457792
166,0.00262414382695964,0.0170675935877111
167,0.0026083832296171,0.0161847450383232
168,0.00259281057837013,0.0170470286435191
169,0.00257742288803486,0.0151115950557184
170,0.0151665501355807,0.0368021254698614
171,0.0046313956120656,0.0220855573385751
172,0.00253233651762597,0.0142080770995835
173,0.00251765627595146,0.0145028591600873
174,0.0145301941850413,0.0412059681969476
175,0.00248880043310917,0.0162011636834849
176,0.00247461913012725,0.0153299153473387
177,0.00246059857593628,0.0137605937048121
178,0.00244673595429856,0.0142414865956501
179,0.00243302878335938,0.016952552061427
180,0.0139709421720036,0.0455448715305732
181,0.00240606981842562,0.0161445509916379
182,0.00239281313358375,0.0175458700266471
183,0.00808573193284579,0.029255761467574
184,0.00236673334044046,0.0138680201114712
185,0.0375491890715285,0.0899492513596611
186,0.00234121584901881,0.0146492648616392
187,0.00232866232099371,0.0151752720624627
188,0.00231624277502851,0.0155663759378715
189,0.00768026599702809,0.0268730286621717
190,0.00314374954196572,0.0187902707725899
191,0.00227976632920357,0.0134419224338763
192,0.00749197583329853,0.0248452557743201
193,0.00581015775967875,0.0233593965446803
194,0.00436485797492114,0.0162165684929133
195,0.00747917363919193,0.0249833478614635
196,0.0343162620468347,0.0949362741029026
197,0.0022101548619855,0.0153144145613866
198,0.0034291209071653,0.0161771376565227
199,0.00218788615682941,0.0163354094321646
200,0.00217691927493235,0.0130599594674398
201,0.00216606184522083,0.0151305654031148
202,0.00479815802867112,0.0210712371191316
203,0.0770365775809434,0.133124042615087
204,0.0222421215878712,0.0571178514636304
205,0.00212369363211429,0.0143156804487671
206,0.00666056499407608,0.0209551029700304
207,0.00210312509177757,0.0161234861240836
208,0.00209298957697768,0.0136070218879933
209,0.00208295115242896,0.0132568454698508
210,0.00207300862413384,0.0143328526804632
211,0.0020631605819339,0.0119935166438843
212,0.00205340563111345,0.0128593826152332
213,0.00204374261675877,0.014125160870118
214,0.00656600185146594,0.021620153033205
215,0.021054988805872,0.0432271000440923
216,0.0113486703817536,0.0260859637249125
217,0.0020059827283827,0.0130709756893981
218,0.00353572884516606,0.0162602432779829
219,0.00198762127773855,0.0135017427459643
220,0.00197856598249313,0.0129056500485333
221,0.00196959287173337,0.0139200303800337
222,0.012892939296413,0.0317794801075709
223,0.00195188860677087,0.0155890412575654
224,0.0650036343445979,0.113565981251028
225,0.001934499778945,0.0110988092248674
226,0.00223003873489547,0.0122401143545454
227,0.00306498247393683,0.0125722308864101
228,0.0019089898181277,0.0131147384604637
229,0.00190063534353913,0.0126792067369699
230,0.00593298383426455,0.0189250328532056
231,0.00188414387737978,0.0120698188979756
232,0.00187600504795205,0.0108243499061926
233,0.00186793614997205,0.0126574759188114
234,0.0261687872161669,0.0631778389531403
235,0.00185200491207915,0.0139531685586151
236,0.00570899719213425,0.0191666524151416
237,0.00183634304095048,0.0107157127008715
238,0.0174765441406124,0.0354851015150094
239,0.00182094395412924,0.0130153872137867
240,0.0018133407648333,0.01138085648611
241,0.00327372466551679,0.0144161995586532
242,0.0166850822871198,0.032594663406134
243,0.00179090765607004,0.0110477878861411
244,0.00178355274109498,0.0116995267815249
245,0.00177625808644,0.0106402884300649
246,0.00176902273904611,0.0112136965705552
247,0.00176184621577269,0.0108873677390345
248,0.00175472756979378,0.0106537884582598
249,0.00174766627471756,0.0112735958068966
250,0.00174066157781638,0.0107288768528247
251,0.00173371285079593,0.0105131531033519
252,0.00172681930179719,0.0112128751881086
253,0.0562719665832343,0.0988618717301222
254,0.00319413905137833,0.0145796961605007
255,0.0153268754895275,0.0315095433726404
256,0.0231237988471178,0.0579914503318923
257,0.00192598360770568,0.0106320904942531
258,0.00168658264596067,0.0125542161603136
259,0.00168005812539862,0.0109822772832174
260,0.00516584064068315,0.0166083922586245
261,0.00319560762012427,0.0173281844066298
262,0.00166078398461988,0.00959293815461438
263,0.00409716765708312,0.0161384837011772
264,0.00164817839625475,0.00921185135567045
265,0.001641947068177,0.00952288745710125
266,0.00305935851381367,0.0140584726946227
267,0.00162962473355188,0.0115201646207991
268,0.00162353266808624,0.00905457864123071
269,0.00161748606999113,0.0118330556000033
270,0.00303342088712388,0.0139027333275253
271,0.00299022497497781,0.0134033790155279
272,0.0117643483982284,0.0403158179392152
273,0.00159374302553661,0.0106265258073362
274,0.00158791578315221,0.0105088587363738
275,0.00158213101039739,0.011291887151571
276,0.00251432786236183,0.0107785598456993
277,0.00157068701304741,0.0103048004085283
278,0.00496584030536007,0.0168031369810577
279,0.0142348598257944,0.0281316697529626
280,0.00155382807601145,0.0102461748457766
281,0.00154828858827627,0.00928373559005114
282,0.00154278841916855,0.0111808209889581
283,0.00177791394646754,0.0113132402304498
284,0.0137080620342398,0.0280322627729997
285,0.00167075446866505,0.0121250416992817
286,0.00823866408614093,0.0195780389346194
287,0.00464444509988149,0.0159853522720265
288,0.00151059104549489,0.00999674982185733
289,0.00150535499738447,0.00963000812623873
290,0.00150015517853719,0.00993153526829219
291,0.00149499108697637,0.00921995108560976
292,0.00148986247182759,0.00995476560171108
293,0.00806054902317666,0.0194179611383085
294,0.001774815340847,0.010466539272003
295,0.0045156781231841,0.0146937844187986
296,0.00146969508266914,0.00889220826638151
297,0.00146473826280791,0.00894033482725621
298,0.00145981475973977,0.0090772352672435
299,0.00145492424821936,0.00852427329574856
300,0.00445879321519382,0.0154670350574269
301,0.00144524088820064,0.010425072422155
302,0.00144044745425842,0.00958307146891906
303,0.00143568555289275,0.00886762643614093
304,0.00143095514914671,0.00905829124601296
305,0.00142625577271249,0.00938532607535114
306,0.0014215871512393,0.010825502439667
307,0.00141694899577138,0.0081999667122346
308,0.00141234103579446,0.00940175686900126
309,0.00140776292599543,0.00906055260582314
310,0.00271335178540766,0.0117285518113527
311,0.00270923508340615,0.0105369643918869
312,0.0133290518324389,0.0261973233578286
313,0.00154138895442668,0.00846273103418455
314,0.00138531057043179,0.00912170700848832
315,0.0013809057221692,0.0102239588595853
316,0.00137652884758732,0.00912575272996173
317,0.0221089162502102,0.0510457727004072
318,0.00136785777423798,0.00814303094204648
319,0.00136356308021646,0.00877198550136906
320,0.00264344718895271,0.011720431897149
321,0.00432207880672353,0.0149618067183743
322,0.00135083935576863,0.00874706552515898
323,0.00134665064697082,0.00764032815519587
324,0.00244105985408405,0.0105626701701587
325,0.00133835081618172,0.00865655428861782
